restaurant_id,tag_id,confidence,weight
40,7097,0.23,2
40,6758,0.23,2
40,6741,0.23,2
40,6748,0.23,2
40,7373,0.23,2
40,6761,0.23,2
40,7169,0.23,2
40,7394,0.23,2
40,370,0.23,2
40,359,0.23,2
40,333,0.23,2
41,6966,1,2
41,6767,1,2
41,7165,1,2
41,7608,1,2
41,7332,1,2
41,7382,1,2
41,7153,1,2
41,7190,1,2
41,7155,1,2
41,6761,1,2
41,7169,1,2
41,7394,1,2
41,7452,1,2
41,359,1,2
41,18,1,2
41,572,1,2
41,923,1,2
41,776,1,2
41,461,1,2
41,409,1,2
41,439,1,2
41,506,1,2
41,523,1,2
41,664,1,2
41,581,1,2
43,7601,0.32,2
43,7111,0.32,2
43,7179,0.32,2
43,7399,0.32,2
43,6947,0.32,2
43,6843,0.32,2
43,6962,0.32,2
43,7153,0.32,2
43,6761,0.32,2
43,7169,0.32,2
43,7394,0.32,2
43,11,0.32,2
43,359,0.32,2
43,604,0.32,2
43,943,0.32,2
43,484,0.32,2
43,613,0.32,2
48,484,0.02,2
48,613,0.02,2
50,6891,0.27,2
50,7498,0.27,2
50,6947,0.27,2
50,7399,0.27,2
50,7087,0.27,2
50,6761,0.27,2
50,7169,0.27,2
50,7394,0.27,2
50,444,0.27,2
50,7013,0.27,2
50,484,0.27,2
50,140,0.27,2
50,333,0.27,2
50,552,0.27,2
52,7260,0.18,2
52,6767,0.18,2
52,7391,0.18,2
52,7494,0.18,2
52,6947,0.18,2
52,7169,0.18,2
52,7394,0.18,2
52,7653,0.18,2
52,373,0.18,2
52,87,0.18,2
52,604,0.18,2
52,432,0.18,2
52,613,0.18,2
54,7671,0.59,2
54,7120,0.59,2
54,6947,0.59,2
54,7399,0.59,2
54,7494,0.59,2
54,6826,0.59,2
54,7524,0.59,2
54,7153,0.59,2
54,6761,0.59,2
54,7169,0.59,2
54,7394,0.59,2
54,637,0.59,2
54,7013,0.59,2
54,604,0.59,2
55,6946,0.47,2
55,7260,0.47,2
55,6767,0.47,2
55,7399,0.47,2
55,7494,0.47,2
55,6947,0.47,2
55,6826,0.47,2
55,6761,0.47,2
55,7169,0.47,2
55,7394,0.47,2
55,7653,0.47,2
55,63,0.47,2
55,198,0.47,2
55,604,0.47,2
55,432,0.47,2
55,613,0.47,2
57,7499,0.41,2
57,7671,0.41,2
57,6947,0.41,2
57,7399,0.41,2
57,7575,0.41,2
57,6800,0.41,2
57,7394,0.41,2
57,7653,0.41,2
57,7013,0.41,2
57,920,0.41,2
57,484,0.41,2
57,613,0.41,2
58,7260,0.64,2
58,7176,0.64,2
58,7357,0.64,2
58,7524,0.64,2
58,7153,0.64,2
58,7241,0.64,2
58,6761,0.64,2
58,7169,0.64,2
58,7394,0.64,2
58,467,0.64,2
58,359,0.64,2
58,18,0.64,2
58,670,0.64,2
58,19,0.64,2
58,914,0.64,2
58,179,0.64,2
58,600,0.64,2
58,187,0.64,2
59,7102,0.29,2
59,6966,0.29,2
59,7260,0.29,2
59,7382,0.29,2
59,7153,0.29,2
59,7241,0.29,2
59,6761,0.29,2
59,7169,0.29,2
59,7394,0.29,2
59,467,0.29,2
59,7013,0.29,2
59,436,0.29,2
59,187,0.29,2
60,6764,0.83,2
60,6928,0.83,2
60,7464,0.83,2
60,7170,0.83,2
60,7375,0.83,2
60,6761,0.83,2
60,7169,0.83,2
60,7394,0.83,2
60,797,0.83,2
60,7013,0.83,2
60,354,0.83,2
60,426,0.83,2
60,834,0.83,2
60,805,0.83,2
60,435,0.83,2
60,439,0.83,2
60,127,0.83,2
60,715,0.83,2
60,673,0.83,2
60,762,0.83,2
60,187,0.83,2
60,333,0.83,2
61,333,0.09,2
62,613,0.03,2
64,682,0.04,2
64,484,0.04,2
64,613,0.04,2
66,6946,0.12,2
66,7428,0.12,2
66,6741,0.12,2
66,7090,0.12,2
66,7256,0.12,2
66,7218,0.12,2
66,6761,0.12,2
66,7394,0.12,2
66,355,0.12,2
66,7013,0.12,2
66,12,0.12,2
66,333,0.12,2
68,6966,0.46,2
68,7599,0.46,2
68,7282,0.46,2
68,7382,0.46,2
68,6826,0.46,2
68,7153,0.46,2
68,6761,0.46,2
68,7169,0.46,2
68,7394,0.46,2
68,7452,0.46,2
68,833,0.46,2
68,359,0.46,2
68,436,0.46,2
68,572,0.46,2
68,523,0.46,2
69,6764,1,2
69,7348,1,2
69,7178,1,2
69,6843,1,2
69,6758,1,2
69,7209,1,2
69,7153,1,2
69,7524,1,2
69,6761,1,2
69,7169,1,2
69,7394,1,2
69,883,1,2
69,854,1,2
69,7013,1,2
69,18,1,2
69,673,1,2
69,333,1,2
70,7311,0.28,2
70,7680,0.28,2
70,6947,0.28,2
70,6741,0.28,2
70,6843,0.28,2
70,7256,0.28,2
70,7524,0.28,2
70,7153,0.28,2
70,6761,0.28,2
70,7169,0.28,2
70,7394,0.28,2
70,711,0.28,2
70,7013,0.28,2
70,484,0.28,2
72,7595,0.24,2
72,6947,0.24,2
72,7087,0.24,2
72,6826,0.24,2
72,6761,0.24,2
72,7394,0.24,2
72,7013,0.24,2
72,484,0.24,2
72,835,0.24,2
73,6764,0.11,2
73,6947,0.11,2
73,6843,0.11,2
73,7471,0.11,2
73,6761,0.11,2
73,7169,0.11,2
73,7394,0.11,2
73,7013,0.11,2
73,926,0.11,2
76,6764,1,2
76,6912,1,2
76,6891,1,2
76,6843,1,2
76,6750,1,2
76,6947,1,2
76,7264,1,2
76,6924,1,2
76,6761,1,2
76,7169,1,2
76,7394,1,2
76,910,1,2
76,908,1,2
76,359,1,2
76,436,1,2
76,484,1,2
76,725,1,2
76,333,1,2
77,484,0.12,2
77,725,0.12,2
77,333,0.12,2
79,7544,0.54,2
79,6946,0.54,2
79,6928,0.54,2
79,7443,0.54,2
79,6826,0.54,2
79,7153,0.54,2
79,6761,0.54,2
79,7169,0.54,2
79,7394,0.54,2
79,722,0.54,2
79,198,0.54,2
79,436,0.54,2
79,103,0.54,2
79,333,0.54,2
80,6764,0.4,2
80,6843,0.4,2
80,6947,0.4,2
80,6987,0.4,2
80,7153,0.4,2
80,7686,0.4,2
80,6761,0.4,2
80,7169,0.4,2
80,7394,0.4,2
80,843,0.4,2
80,7013,0.4,2
80,943,0.4,2
80,484,0.4,2
80,613,0.4,2
80,333,0.4,2
81,484,0.06,2
81,835,0.06,2
82,7311,0.3,2
82,7428,0.3,2
82,7112,0.3,2
82,7087,0.3,2
82,6840,0.3,2
82,7155,0.3,2
82,6788,0.3,2
82,6761,0.3,2
82,7169,0.3,2
82,7394,0.3,2
82,231,0.3,2
82,7013,0.3,2
82,432,0.3,2
82,484,0.3,2
82,12,0.3,2
83,7680,1,2
83,7428,1,2
83,7102,1,2
83,6843,1,2
83,6947,1,2
83,6987,1,2
83,7153,1,2
83,7155,1,2
83,6761,1,2
83,7169,1,2
83,7394,1,2
83,794,1,2
83,198,1,2
83,436,1,2
83,280,1,2
83,7013,1,2
83,237,1,2
83,96,1,2
83,694,1,2
83,610,1,2
83,599,1,2
83,484,1,2
83,613,1,2
84,6764,0.77,2
84,7671,0.77,2
84,7120,0.77,2
84,6947,0.77,2
84,6843,0.77,2
84,7443,0.77,2
84,7524,0.77,2
84,7170,0.77,2
84,6761,0.77,2
84,7169,0.77,2
84,7394,0.77,2
84,569,0.77,2
84,159,0.77,2
84,7013,0.77,2
84,484,0.77,2
84,673,0.77,2
84,333,0.77,2
85,6811,0.26,2
85,7428,0.26,2
85,6947,0.26,2
85,6843,0.26,2
85,7399,0.26,2
85,7524,0.26,2
85,6836,0.26,2
85,6761,0.26,2
85,7169,0.26,2
85,7394,0.26,2
85,42,0.26,2
85,714,0.26,2
85,359,0.26,2
85,484,0.26,2
85,725,0.26,2
85,673,0.26,2
85,333,0.26,2
86,6764,0.35,2
86,6843,0.35,2
86,6947,0.35,2
86,6765,0.35,2
86,7221,0.35,2
86,7367,0.35,2
86,6761,0.35,2
86,7169,0.35,2
86,7394,0.35,2
86,7013,0.35,2
88,7503,0.27,2
88,6750,0.27,2
88,6874,0.27,2
88,7524,0.27,2
88,7170,0.27,2
88,6769,0.27,2
88,6761,0.27,2
88,7169,0.27,2
88,7452,0.27,2
88,210,0.27,2
88,7013,0.27,2
88,762,0.27,2
88,187,0.27,2
89,6764,1,2
89,7051,1,2
89,7399,1,2
89,7087,1,2
89,7288,1,2
89,6756,1,2
89,6761,1,2
89,7169,1,2
89,7394,1,2
89,87,1,2
89,604,1,2
89,328,1,2
89,613,1,2
90,7498,0.28,2
90,7469,0.28,2
90,7165,0.28,2
90,7686,0.28,2
90,7190,0.28,2
90,7170,0.28,2
90,6761,0.28,2
90,7169,0.28,2
90,7452,0.28,2
90,343,0.28,2
91,6966,0.15,2
91,7260,0.15,2
91,6947,0.15,2
91,7153,0.15,2
91,7686,0.15,2
91,6826,0.15,2
91,6761,0.15,2
91,7169,0.15,2
91,7394,0.15,2
91,7013,0.15,2
91,676,0.15,2
91,480,0.15,2
91,484,0.15,2
93,7671,0.16,2
93,7501,0.16,2
93,7120,0.16,2
93,6947,0.16,2
93,7399,0.16,2
93,6843,0.16,2
93,6765,0.16,2
93,7524,0.16,2
93,7153,0.16,2
93,7241,0.16,2
93,6761,0.16,2
93,7169,0.16,2
93,7394,0.16,2
93,7013,0.16,2
93,484,0.16,2
94,7120,0.04,2
94,6764,0.04,2
94,6947,0.04,2
94,6780,0.04,2
94,7471,0.04,2
94,6761,0.04,2
94,7169,0.04,2
94,7394,0.04,2
94,7013,0.04,2
95,613,0.05,2
96,7499,0.2,2
96,7702,0.2,2
96,7145,0.2,2
96,7399,0.2,2
96,6765,0.2,2
96,6947,0.2,2
96,7686,0.2,2
96,7155,0.2,2
96,6905,0.2,2
96,7169,0.2,2
96,7394,0.2,2
96,7653,0.2,2
96,271,0.2,2
96,87,0.2,2
96,810,0.2,2
96,484,0.2,2
96,613,0.2,2
98,7476,1,2
98,7120,1,2
98,6765,1,2
98,6843,1,2
98,6947,1,2
98,7155,1,2
98,7241,1,2
98,6761,1,2
98,7169,1,2
98,7394,1,2
98,359,1,2
98,613,1,2
98,333,1,2
99,7260,1,2
99,7658,1,2
99,7428,1,2
99,6767,1,2
99,6843,1,2
99,6758,1,2
99,7382,1,2
99,6947,1,2
99,7367,1,2
99,7524,1,2
99,7314,1,2
99,6761,1,2
99,7169,1,2
99,7394,1,2
99,7452,1,2
99,7013,1,2
99,205,1,2
99,839,1,2
99,844,1,2
99,30,1,2
99,439,1,2
100,6764,0.33,2
100,7671,0.33,2
100,7120,0.33,2
100,6765,0.33,2
100,6947,0.33,2
100,6987,0.33,2
100,7399,0.33,2
100,7153,0.33,2
100,7241,0.33,2
100,7155,0.33,2
100,6761,0.33,2
100,7169,0.33,2
100,7394,0.33,2
100,555,0.33,2
100,7013,0.33,2
100,484,0.33,2
100,613,0.33,2
100,333,0.33,2
101,6764,0.57,2
101,6947,0.57,2
101,6843,0.57,2
101,7399,0.57,2
101,6962,0.57,2
101,7256,0.57,2
101,6761,0.57,2
101,7169,0.57,2
101,7394,0.57,2
101,902,0.57,2
101,437,0.57,2
101,7013,0.57,2
101,920,0.57,2
101,465,0.57,2
101,484,0.57,2
101,673,0.57,2
101,333,0.57,2
102,7428,0.06,2
102,7260,0.06,2
102,6947,0.06,2
102,6843,0.06,2
102,7399,0.06,2
102,7155,0.06,2
102,6962,0.06,2
102,7524,0.06,2
102,6761,0.06,2
102,7169,0.06,2
102,7394,0.06,2
102,7452,0.06,2
102,437,0.06,2
102,7013,0.06,2
102,920,0.06,2
102,484,0.06,2
103,7260,0.61,2
103,7282,0.61,2
103,6843,0.61,2
103,6987,0.61,2
103,7209,0.61,2
103,7155,0.61,2
103,7153,0.61,2
103,6761,0.61,2
103,7169,0.61,2
103,7394,0.61,2
103,740,0.61,2
103,359,0.61,2
103,920,0.61,2
103,484,0.61,2
103,673,0.61,2
103,333,0.61,2
104,7428,0.36,2
104,6764,0.36,2
104,6947,0.36,2
104,6834,0.36,2
104,7256,0.36,2
104,6962,0.36,2
104,7686,0.36,2
104,6761,0.36,2
104,7169,0.36,2
104,7394,0.36,2
104,615,0.36,2
104,560,0.36,2
104,7013,0.36,2
104,18,0.36,2
104,484,0.36,2
104,613,0.36,2
106,6845,0.1,2
106,7513,0.1,2
106,6947,0.1,2
106,7399,0.1,2
106,7688,0.1,2
106,7686,0.1,2
106,7042,0.1,2
106,6761,0.1,2
106,7169,0.1,2
106,7394,0.1,2
106,819,0.1,2
106,7013,0.1,2
106,12,0.1,2
107,7542,1,2
107,6947,1,2
107,6843,1,2
107,6765,1,2
107,7155,1,2
107,7256,1,2
107,7153,1,2
107,6761,1,2
107,7169,1,2
107,7394,1,2
107,538,1,2
107,47,1,2
107,7013,1,2
108,6891,0.48,2
108,6843,0.48,2
108,6987,0.48,2
108,7153,0.48,2
108,7686,0.48,2
108,6761,0.48,2
108,7169,0.48,2
108,7394,0.48,2
108,362,0.48,2
108,7013,0.48,2
108,920,0.48,2
108,673,0.48,2
108,333,0.48,2
109,7622,0.21,2
109,7164,0.21,2
109,7282,0.21,2
109,6928,0.21,2
109,7443,0.21,2
109,6826,0.21,2
109,7153,0.21,2
109,7536,0.21,2
109,6761,0.21,2
109,7169,0.21,2
109,7394,0.21,2
109,887,0.21,2
109,7013,0.21,2
109,509,0.21,2
109,414,0.21,2
109,307,0.21,2
109,83,0.21,2
109,439,0.21,2
109,333,0.21,2
110,6966,1,2
110,7102,1,2
110,7599,1,2
110,7165,1,2
110,7332,1,2
110,7153,1,2
110,7155,1,2
110,6756,1,2
110,6761,1,2
110,7169,1,2
110,7452,1,2
110,359,1,2
110,436,1,2
110,572,1,2
110,465,1,2
110,360,1,2
110,941,1,2
110,506,1,2
110,673,1,2
110,523,1,2
111,484,0.05,2
113,13,0.01,2
113,245,0.01,2
113,333,0.01,2
116,7274,0.07,2
116,6947,0.07,2
116,7087,0.07,2
116,6843,0.07,2
116,7575,0.07,2
116,7375,0.07,2
116,7153,0.07,2
116,6761,0.07,2
116,7169,0.07,2
116,7394,0.07,2
116,359,0.07,2
116,484,0.07,2
117,6966,1,2
117,7102,1,2
117,7428,1,2
117,7332,1,2
117,7209,1,2
117,7382,1,2
117,7153,1,2
117,6826,1,2
117,6761,1,2
117,7169,1,2
117,7394,1,2
117,848,1,2
117,359,1,2
117,592,1,2
117,534,1,2
117,465,1,2
117,941,1,2
117,524,1,2
117,484,1,2
117,563,1,2
117,673,1,2
121,7657,0.83,2
121,6877,0.83,2
121,7481,0.83,2
121,7382,0.83,2
121,7071,0.83,2
121,7272,0.83,2
121,6805,0.83,2
121,7169,0.83,2
121,7394,0.83,2
121,7452,0.83,2
121,105,0.83,2
121,359,0.83,2
121,18,0.83,2
121,143,0.83,2
121,604,0.83,2
121,93,0.83,2
121,524,0.83,2
121,333,0.83,2
122,6750,0.05,2
122,7153,0.05,2
122,6761,0.05,2
122,7169,0.05,2
122,262,0.05,2
122,12,0.05,2
123,7274,0.1,2
123,6947,0.1,2
123,7399,0.1,2
123,7524,0.1,2
123,7686,0.1,2
123,7394,0.1,2
123,7653,0.1,2
124,7671,1,2
124,7289,1,2
124,7120,1,2
124,6947,1,2
124,7399,1,2
124,7241,1,2
124,7155,1,2
124,7686,1,2
124,6761,1,2
124,7169,1,2
124,7394,1,2
124,584,1,2
124,7013,1,2
124,280,1,2
124,333,1,2
127,7260,0.03,2
127,7680,0.03,2
127,6947,0.03,2
127,7672,0.03,2
127,7305,0.03,2
127,6761,0.03,2
127,7169,0.03,2
127,7394,0.03,2
127,17,0.03,2
127,7013,0.03,2
127,920,0.03,2
127,233,0.03,2
127,930,0.03,2
127,391,0.03,2
127,597,0.03,2
127,664,0.03,2
128,7120,0.23,2
128,6764,0.23,2
128,7051,0.23,2
128,6843,0.23,2
128,6947,0.23,2
128,7187,0.23,2
128,7153,0.23,2
128,7524,0.23,2
128,6761,0.23,2
128,7169,0.23,2
128,7394,0.23,2
128,380,0.23,2
128,7013,0.23,2
128,920,0.23,2
128,484,0.23,2
128,333,0.23,2
129,6826,0.07,2
129,7524,0.07,2
129,6769,0.07,2
129,6761,0.07,2
129,7169,0.07,2
129,7394,0.07,2
129,359,0.07,2
129,484,0.07,2
129,523,0.07,2
129,613,0.07,2
130,7496,1,2
130,7428,1,2
130,6946,1,2
130,6843,1,2
130,7187,1,2
130,7382,1,2
130,6748,1,2
130,7153,1,2
130,6761,1,2
130,7169,1,2
130,7394,1,2
130,268,1,2
130,198,1,2
130,920,1,2
130,62,1,2
130,391,1,2
130,791,1,2
130,227,1,2
130,434,1,2
130,484,1,2
130,333,1,2
131,7428,1,2
131,6946,1,2
131,6966,1,2
131,6758,1,2
131,7403,1,2
131,7153,1,2
131,6748,1,2
131,6761,1,2
131,7169,1,2
131,7394,1,2
131,167,1,2
131,198,1,2
131,920,1,2
131,339,1,2
131,333,1,2
132,7081,0.2,2
132,7428,0.2,2
132,6947,0.2,2
132,7399,0.2,2
132,7087,0.2,2
132,6937,0.2,2
132,6962,0.2,2
132,7686,0.2,2
132,6761,0.2,2
132,7169,0.2,2
132,7394,0.2,2
132,855,0.2,2
132,810,0.2,2
132,943,0.2,2
132,484,0.2,2
132,12,0.2,2
132,613,0.2,2
133,7671,1,2
133,7632,1,2
133,6764,1,2
133,7382,1,2
133,7153,1,2
133,7116,1,2
133,6761,1,2
133,7169,1,2
133,7394,1,2
133,785,1,2
133,359,1,2
133,436,1,2
133,572,1,2
133,216,1,2
133,484,1,2
133,673,1,2
133,333,1,2
136,7230,0.83,2
136,7428,0.83,2
136,6843,0.83,2
136,6758,0.83,2
136,6987,0.83,2
136,7548,0.83,2
136,7153,0.83,2
136,7524,0.83,2
136,6761,0.83,2
136,7169,0.83,2
136,7394,0.83,2
136,511,0.83,2
136,7013,0.83,2
136,920,0.83,2
136,333,0.83,2
138,6811,1,2
138,7428,1,2
138,7329,1,2
138,6947,1,2
138,6987,1,2
138,6843,1,2
138,6788,1,2
138,7153,1,2
138,6826,1,2
138,6761,1,2
138,7169,1,2
138,7394,1,2
138,52,1,2
138,7013,1,2
138,572,1,2
138,484,1,2
139,7671,1,2
139,6764,1,2
139,6843,1,2
139,6947,1,2
139,7187,1,2
139,7241,1,2
139,7256,1,2
139,6761,1,2
139,7169,1,2
139,7394,1,2
139,944,1,2
139,198,1,2
139,18,1,2
139,572,1,2
139,556,1,2
139,680,1,2
139,480,1,2
139,521,1,2
139,486,1,2
139,484,1,2
139,725,1,2
141,484,0.06,2
141,402,0.06,2
142,7404,0.18,2
142,7428,0.18,2
142,6947,0.18,2
142,6741,0.18,2
142,7241,0.18,2
142,7153,0.18,2
142,7524,0.18,2
142,6761,0.18,2
142,7169,0.18,2
142,7394,0.18,2
142,882,0.18,2
142,359,0.18,2
142,876,0.18,2
142,484,0.18,2
145,7072,0.13,2
145,7151,0.13,2
145,7210,0.13,2
145,7399,0.13,2
145,6826,0.13,2
145,7190,0.13,2
145,7153,0.13,2
145,6761,0.13,2
145,7169,0.13,2
145,7394,0.13,2
145,604,0.13,2
146,7671,1,2
146,6764,1,2
146,7120,1,2
146,6765,1,2
146,6947,1,2
146,6843,1,2
146,7155,1,2
146,7686,1,2
146,7256,1,2
146,6761,1,2
146,7169,1,2
146,7394,1,2
146,449,1,2
146,198,1,2
146,484,1,2
147,7499,0.24,2
147,7120,0.24,2
147,6912,0.24,2
147,7399,0.24,2
147,6947,0.24,2
147,7087,0.24,2
147,7524,0.24,2
147,7153,0.24,2
147,7169,0.24,2
147,7394,0.24,2
147,7653,0.24,2
147,744,0.24,2
147,87,0.24,2
